| اسم_الجدول                      | اسم_العمود                    | ترتيب_العمود | نوع_البيانات                | الحد_الأقصى_للطول | دقة_الرقم | عدد_الخانات_العشرية | يقبل_القيم_الفارغة | القيمة_الافتراضية                                     |
| worker_misc_expenses            | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| worker_misc_expenses            | project_id                    | 2            | character varying           | null              | null      | null                | NO                 | null                                                  |
| worker_misc_expenses            | amount                        | 3            | numeric                     | null              | 10        | 2                   | NO                 | null                                                  |
| worker_misc_expenses            | description                   | 4            | text                        | null              | null      | null                | NO                 | null                                                  |
| worker_misc_expenses            | date                          | 5            | text                        | null              | null      | null                | NO                 | null                                                  |
| worker_misc_expenses            | created_at                    | 6            | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| worker_misc_expenses            | notes                         | 7            | text                        | null              | null      | null                | YES                | null                                                  |
| worker_transfers                | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| worker_transfers                | worker_id                     | 2            | character varying           | null              | null      | null                | NO                 | null                                                  |
| worker_transfers                | project_id                    | 3            | character varying           | null              | null      | null                | NO                 | null                                                  |
| worker_transfers                | amount                        | 4            | numeric                     | null              | 10        | 2                   | NO                 | null                                                  |
| worker_transfers                | transfer_number               | 5            | text                        | null              | null      | null                | YES                | null                                                  |
| worker_transfers                | sender_name                   | 6            | text                        | null              | null      | null                | YES                | null                                                  |
| worker_transfers                | recipient_name                | 7            | text                        | null              | null      | null                | NO                 | null                                                  |
| worker_transfers                | recipient_phone               | 8            | text                        | null              | null      | null                | YES                | null                                                  |
| worker_transfers                | transfer_method               | 9            | text                        | null              | null      | null                | NO                 | null                                                  |
| worker_transfers                | transfer_date                 | 10           | text                        | null              | null      | null                | NO                 | null                                                  |
| worker_transfers                | notes                         | 11           | text                        | null              | null      | null                | YES                | null                                                  |
| worker_transfers                | created_at                    | 12           | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| worker_types                    | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| worker_types                    | name                          | 2            | text                        | null              | null      | null                | NO                 | null                                                  |
| worker_types                    | usage_count                   | 3            | integer                     | null              | 32        | 0                   | NO                 | 1                                                     |
| worker_types                    | last_used                     | 4            | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| worker_types                    | created_at                    | 5            | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
| workers                         | id                            | 1            | character varying           | null              | null      | null                | NO                 | gen_random_uuid()                                     |
| workers                         | name                          | 2            | text                        | null              | null      | null                | NO                 | null                                                  |
| workers                         | type                          | 3            | text                        | null              | null      | null                | NO                 | null                                                  |
| workers                         | daily_wage                    | 4            | numeric                     | null              | 10        | 2                   | NO                 | null                                                  |
| workers                         | is_active                     | 5            | boolean                     | null              | null      | null                | NO                 | true                                                  |
| workers                         | created_at                    | 6            | timestamp without time zone | null              | null      | null                | NO                 | now()                                                 |
